Raw,Raw_Translated,Clean,Clean_Translated,Tag
"Bakit ganun  Yung na immune kana sa emotional pain dahil sa mga pinagdaanan mo at pinaramdam sayo , pero bakit parang pati din sa physical pain.","Why is that immune to emotional pain because of what you've been through and feel like, but why do you like physical pain as well.","Bakit ganun  Yung na immune ka na sa emotional pain dahil sa mga pinagdaanan mo at pinaramdam sayo , pero bakit parang pati din sa physical pain.","Why is it that you are immune to emotional pain because of what you have gone through and feel like, but why also in physical pain.",1
BAKIT KA NGA PALA TUMINGIN NA PARANG NAKAKALOKO…,Why do you even look like a fool…,BAKIT KA NGA PALA TUMINGIN NA PARANG NAKAKALOKO…,Why do you even look like a fool…,0
Bakit kaya antagal lumabas ng results ng presidential race kahit partial and official lang,Why did the results of the Presidential Race be so long and official and official,Bakit kaya antagal lumabas ng results ng presidential race kahit partial and official lang,Why did the results of the Presidential Race be so long and official and official,0
Bat kayo nanahimik. Linyahan ng mga walang Twitter,You are quiet. Twitter's line,Bakit kayo nanahimik. Sabi ng mga taong walang Twitter,Why are you so quiet. Say people without twitter,0
"BAKIT MGA CRUZ PA ANG ANJAN
HUWAG KANG MANGINGIALAM KUNG HINDI PAPATAYIN KITA!","Why are the anjan still cruz
Don't worry if I don't kill you!","BAKIT MGA CRUZ PA ANG ANDIYAN
HUWAG KANG MANGINGIALAM, KUNG HINDI PAPATAYIN KITA!","Why are the Cruz still there
Don't be careful, if I don't kill you!",1
bakit naman talon ka ng talon ng walang dahilan Buti talaga dumating si Red One..,Why are you a waterfall for no reason for Red One really come ..,bakit naman talon ka ng talon ng walang dahilan Buti talaga dumating si Red One..,Why are you a waterfall for no reason for Red One really come ..,0
Bakit nasabi ng acclaimed director na si Mike de Leon na ikinahihiya niya ang pagiging Pinoy ngayon,Why acclaimed director Mike de Leon said he is ashamed of being Pinoy today,Bakit nasabi ng acclaimed director na si Mike de Leon na ikinahihiya niya ang pagiging Pinoy ngayon,Why acclaimed director Mike de Leon said he is ashamed of being Pinoy today,0
HAHAHAHHAHAHAHAHAHA BAKIT PARANG NASAMPAL AKO,Hahahahhahahahahaha,BAKIT PARANG NASAMPAL AKO,Why do I feel like I'm slapped,0
"Bakit
May angal Ka! May problema ba .!","Why
You have a lot! Is there a problem .!",Bakit May angal ka ba! May problema ba .!,Why do you have a cry! Is there a problem .!,1
Basta para sa barkada pwede pa,Just for the barkada can,Basta para sa barkada pwede pa,Just for the barkada can,0
bat kapa mag hahanap e and2 nmn aq,bat kapa mag find e and2 nmn aq,bat kapa mag hahanap. eh andito naman ako,Bat kapa will find. Eh here I am here,0
Bat kasi trend na korni na tuloy magbitbit,Bat because trend that is to keep carrying,Bat kasi trend na korni na tuloy magbitbit.,Bat because trend that is to keep carrying.,0
Bat pa ko nag aral ng land surveying,I still studied land surveying,"Bat pa ko, nag-aral ng land surveying",I still have a land surveying,0
Beh violet heart nga yung emoji ang tatanga niyo naman,Beh Violet Heart is the emoji you are.,Beh. violet heart nga yung emoji. ang ta-tanga niyo naman,Beh. Violet heart is the emoji. Your stupid,1
"Bilang mga magulang, ayaw nating nakikitang nagkakasakit o nahihirapan ang ating mga anak. Ngunit madalas na nakikita ang sakit ng ulo sa mga bata.","As parents, we do not want to see our children suffer or suffer. But headaches are often seen in children.","Bilang mga magulang, ayaw nating nakikitang nagkakasakit o nahihirapan ang ating mga anak. Ngunit madalas na nakikita ang sakit ng ulo sa mga bata.","As parents, we do not want to see our children suffer or suffer. But headaches are often seen in children.",0
Binata na baby ko..,My baby baby ..,Binata na baby ko..,My baby baby ..,0
Bobo alis ka na sa earth,Stupid you are already on earth,Bobo. alis ka na sa earth,Bobo. Get rid of the earth,1
Boys ano ba ung nagustuhan niyo sa mga ka M.U niyo ,Boys what do you like about you M.U,Boys ano ba ung nagustuhan niyo sa mga ka M.U niyo ,Boys what do you like about you M.U,0
"Bumabahang hapon sa inyong lahat XD lolwat. So, as usual, heto na naman ako, basang basa sa ulan, walang masisilungan, walang malalpitan. Djk. ETO NA NGA.","It's late afternoon with all of you XD Lolww. So, as usual, here I am again, wet in the rain, no shelter, nothing to do with it. DJK. Here it is.","Bumabahang hapon sa inyong lahat XD lolwat. So, as usual, heto na naman ako, basang basa sa ulan, walang masisilungan, walang malalpitan. Djk. ETO NA NGA.","It's late afternoon with all of you XD Lolww. So, as usual, here I am again, wet in the rain, no shelter, nothing to do with it. DJK. Here it is.",0
"Buti kinakaya ng mga news anchors i-maintain yung modulation and calmness ng voice nila. Kung ako siguro nandiyan, laging may kasamang mura sa dulo.","The news anchors are good to maintain the modulation and calmness of their voice. If I were there, there would always be cheap at the end.","Buti kinakaya ng mga news anchors i-maintain yung modulation and calmness ng voice nila. Kung ako siguro nandiyan, laging may kasamang profanity sa dulo.","The news anchors are good to maintain the modulation and calmness of their voice. If I were there, there would always be profanity in the end.",0
Bwesit taLaga mga ganitong waLang kwentang maguLang nag anak kapa,Bwesit really these useless parents have children,"Bwisit talaga ang mga ganitong walang kwentang magulang, nag anak ka pa talaga","These parents are really vicious, you still have children",1
Call me mababaw pero nakaka happy na na- experience ko ang free MRT ride..,Call me shallow but happy that I experienced the free MRT ride ..,Call me mababaw pero nakaka happy na na- experience ko ang free MRT ride..,Call me shallow but happy that I experienced the free MRT ride ..,0
Chechekan daw yung test paper pero pag balik sakin puro ekis parang tanga lang e.,Chechekan seems to be the test paper but when it comes back to me it's just like a fool.,"Chechekan daw yung test paper. pero pag balik sakin, puro ekis. parang tanga lang e.","Chechekan seems to be the test paper. But when I get back, it's really good. Just like a fool.",1
Chel Diokno Ka Leody = Best Dads,Chel Diokno Ka Leody = Best Dads,Chel Diokno Ka Leody = Best Dads,Chel Diokno Ka Leody = Best Dads,0
"CHRISTOPHER JOHN B DERILON- ISANG LALAKING HINDI MARUNONG MAKUNTENTO AT MANLOLOKO! PANGET KA NA NGA,PANGET PA NG UGALI MO!","Christopher John B Derilon- A man who is not satisfied and cheater! You're so ugly, your behavior is so bad!","CHRISTOPHER JOHN B DERILON- ISANG LALAKING HINDI MARUNONG MAKUNTENTO AT MANLOLOKO! PANGET KA NA NGA, ANG PANGET DIN NG UGALI MO!","Christopher John B Derilon- A man who is not satisfied and cheater! You're so mean, your behavior is too bad!",1
Legit na yung katamaran ko gagu hahahahahahaha,Legit na yung lazaran ko gagu hahahahahahaha,Legit na yung katamadan ko gago hahahahahahaha,Legit na yung kamadan ko gago hahahahahahaha,1
CLEAR KO LANG HINDI YAN NIPPLES MGA TANGA! Naka Silicone tape ako jan pano magiging nipples yan ha HINDI KO YAN SINASADYA HA!! HATDO,I just clear that nipples fools! I have silicone tape jan but it will be nipples ha ha i didn't mean it !! Hatdo,CLEAR KO LANG. HINDI YAN NIPPLES MGA TANGA! Naka Silicone tape ako jan. pano magiging nipples yan ha HINDI KO YAN SINASADYA HA!! HATDO,I'm just clear. That's not nipples fools! I have silicone tape jan. How can nipples be that I didn't mean it !! Hatdo,1
College days ko how i wish na di ko nalang sya nakilala siguro hindi ako namalimos ng pagmamahal sa kung sino2 nuon to see my worth,College days how I wish I had never met her maybe I didn't begging to love who she was to see my worth,College days ko how i wish na di ko nalang sya nakilala siguro hindi ako namalimos ng pagmamahal sa kung sino2 nuon to see my worth,College days how I wish I had never met her maybe I didn't begging to love who she was to see my worth,0
"combi ni carson and tin,, pero huwag naman po 7 years bago grumaduate","Combi by Carson and Tin ,, but not 7 years before Grumaduate","combination ni carson and tin,, pero huwag naman po 7 years bago grumaduate","Combination by Carson and Tin ,, but not 7 years before grumaduate",0
Confused ka pa rin ba kung anu-ano mga kailangan mo sa pagsabak sa inyong UP life,Are you still confused about what you need to get into your UP Life,Confused ka pa rin ba kung anu-ano mga kailangan mo sa pagsabak sa inyong UP life,Are you still confused about what you need to get into your UP Life,0
CRUSH NA CRUSH NA CRUSH KITA,Crush that crush that crush you,CRUSH NA CRUSH NA CRUSH KITA,Crush that crush that crush you,0
Cute mo naman erp sumasandal ka pa kay batang ironman,You are cute ERP you are still leaning against young Ironman,Cute mo naman erp. sumasandal ka pa kay batang ironman,Cute mo naman erp. You are still leaning against Ironman,0
"Dahil may gift tayo from SPAM Philippines at Nongshim Philippines, umaasenso po ang meryenda natin","Since we have a gift from Spam Philippines and Nongshim Philippines, our snacks are growing","Dahil may gift tayo from SPAM Philippines at Nongshim Philippines, umaasenso po ang meryenda natin","Since we have a gift from Spam Philippines and Nongshim Philippines, our snacks are growing",0
Dalawang beses na yan!! Unang una pinagtanggol kita sa lahat ng tropa ha Kahit takpan mo pa yang mukha mo ha ilalabas ko 'to dahil isa kang gago!!,Twice that !! First of all I defended all the troops ha even if you cover your face I will release it because you are a fool !!,"Dalawang beses na yan!! Unang una pinagtanggol kita sa lahat ng tropa ha, kahit takpan mo pa yang mukha mo ha ilalabas ko 'to dahil isa kang gago!!","Twice that !! First of all I defended all the troops ha, even if you cover your face I will release it because you are a fool !!",1
Dalawang feeling kpopper nag-uusap..,Two feeling kpopper talking ..,Dalawang feeling kpopper nag-uusap..,Two feeling kpopper talking ..,1
"Dapat, pag mas piniling lumandi kesa mag-aral ng college, shut up lang ahh","Should, if you choose to flirt instead of studying college, just shut up ahh","Dapat kapag mas piniling lumandi, kaysa mag-aral sa college, shut up lang ha","Should when preferably flirting, than to study in college, just shut up ha",1
Dapat lang mabait,It should be just kind,Dapat lang mabait,It should be just kind,0
Dating member sa money heist AHAHAHAHHA,Former member in money heist ahahahahha,Dating member sa money heist AHAHAHAHHA,Former member in money heist ahahahahha,0
"Dear friend, bakit ganyan ka. Halos araw-araw ka yatang badtrip bes. Meron ka ba everyday Minsan bigla ka na lang hindi mamamansin.","Dear friend, why are you like that. You are almost everyday badtrip bes. Do you have everyday all of a sudden you just don't notice.","Dear friend, bakit ganyan ka. Halos araw-araw ka yatang badtrip bes. Meron ka ba everyday Minsan bigla ka na lang hindi mamamansin ng tao.","Dear friend, why are you like that. You are almost everyday badtrip bes. Do you have everyday all of a sudden you don't even notice people.",1
Dear panget ang hirap alamin kung pafall ka ba o hindi. Sana wag ako mafall.,Dear panget the hardships find out if you are pafall or not. I wish I didn't mafall.,Dear panget ang hirap alamin kung pafall ka ba o hindi. Sana wag ako mafall.,Dear panget the hardships find out if you are pafall or not. I wish I didn't mafall.,1
deserve ko to char hahahahsskkss,deserve ko to char hahahahsskkss,deserve ko to. char hahahahsskkss,deserve ko to. char hahahahsskkss,0
di ko pa rin malilimutan yung mukha niya nung mas nauna tayo,I will never forget his face when we were ahead,di ko pa rin malilimutan yung mukha niya nung mas nauna tayo,I will never forget his face when we were ahead,0
di mo kami maloloko sir kotah,you can't fool us sir kotah,"di mo kami maloloko, sir kotah","You can't fool us, sir kotah",0
Di na kinaya ng Dyosabel powers ko.,My Godabel Powers didn't like it.,Di na kinaya ng Dyosabel powers ko.,My Godabel Powers didn't like it.,0
"Di nga pala tayo, i get it but the point is bakit kailangang manakit","We are not, I get it but the point is why it needs to hurt","Di nga pala tayo, i get it but the point is bakit kailangang manakit","We are not, I get it but the point is why it needs to hurt",0
"Di pede sa maarte
Ginisang repolyo with sardinas…
Dinner","Unlucky
Cabbage with Sardinas…
Dinner",Di pede sa maarte. Ginisang repolyo with sardinas. Dinner,Di pede sa artist. Cabbage with Sardinas. Dinner,0
Di tayo pwede mag bintang Kasi natutulog lang Naman,We can't just go to bed because it's just sleeping,Di tayo pwede mag bintang Kasi natutulog lang Naman,We can't just go to bed because it's just sleeping,0
diz iz it. Medyo ano. yeah. kulang kasi sa videos,Diz IZ it. Pretty what. Yeah. Lack of videos,diz iz it. Medyo ano. yeah. kulang kasi sa videos,Diz IZ it. Pretty what. Yeah. Lack of videos,0
Duh! Bakit di niyo na lang ako prangkahin na 'the friendship is over' i mean ayaw niyo naman akong kausapin ng maayos,Duh! Why don't you just say 'the friendship is over' I mean you don't want to talk to me properly,Duh! Bakit di niyo na lang ako prangkahin na 'the friendship is over' i mean ayaw niyo naman akong kausapin ng maayos,Duh! Why don't you just say 'the friendship is over' I mean you don't want to talk to me properly,1
Eren tulungan mo kami gago,Eren help us gago,"Eren, tulungan mo kami. gago","Eren, help us. Gago",1
eto maganda pa rin. eh ikaw bobo na nga panget pa. pick a struggle po.,It's still nice. You are so stupid. Pick a struggle po.,"eto maganda pa rin. eh ikaw bobo na nga, panget pa. pick a struggle po.","It's still nice. Hey you are stupid, it's still ugly. Pick a struggle po.",1
ey ang angaaas!!,Ey ang angaaaa !!,ey. ang angaaas!!,ey. ang angaaaa !!,0
First time kong nag-open up ng mga nararamdaman ko sa taong importante sakin ngayon and i guess un na rin ang huli.,It was my first time opening up my feelings for the person who was important to me today and I guess the end.,"First time kong nag-open up ng mga nararamdaman ko sa taong importante sakin ngayon, and i guess yun na rin ang huli.","The first time I opened up my feelings for the person who was important to me today, and I guess that was the end.",0
Gagalingan ko para mauna ko makabati sayo kasi nakakahiya naman kaming friends mo at binati mo na ang sarili mo...hahahaha,I will do it so I can greet you first because we are embarrassed by your friends and you have greeted yourself ... hahahaha,Gagalingan ko para mauna ko makabati sayo kasi nakakahiya naman kaming friends mo at binati mo na ang sarili mo...hahahaha,I will do it so I can greet you first because we are embarrassed by your friends and you have greeted yourself ... hahahaha,0
GAGO KA BA! Sobrang incompetent and disorganized kasi ng pinanggalingan,Are you crazy! Extremely incompetent and disorganized because of origin,GAGO KA BA! Sobrang incompetent and disorganized ng pinanggalingan nito.,Are you crazy! Extremely incompetent and disorganized of its origin.,1
Gago putangina nagkakacrush na ata ako sa blockmate ko AAAAHHH BAWAL TOOO,Gago putangina nagruso ko na na na i blockmate aaaahhh bawal toooo,Gago. putangina. nagkakacrush na ata ako sa blockmate ko. AAAAHHH. BAWAL TOOO,Gago. Putangina. I have a crush on my blockmate. Aaaahhh. Bawal toooo,1
GAGO STA ROSA TO DIBA SKSJAKAJSJSJAJA,Gago what rosa to diba sksjakajjsjayejaja,GAGO. STA ROSA TO DIBA SKSJAKAJSJSJAJA,Gago. What dew diba sksjakajjsjayai,1
galit na galit kay kakie pero hindi sa tax-evader,mad at kakie but not tax-evader,galit na galit kay kakie pero hindi sa tax-evader,mad at kakie but not tax-evader,0
Game na game na inamin ng Kapuso actress at fashion icon na si Heart Evangelista ang mga naging karanasan niya sa “ONS” o one-night stand.,"It's a game that Kapuso actress and fashion icon Heart Evangelista admits her experiences in the ""ons"" or one-night stand.",Game na game na inamin ng Kapuso actress at fashion icon na si Heart Evangelista ang mga naging karanasan niya sa “ONS” o one-night stand.,"It's a game that Kapuso actress and fashion icon Heart Evangelista admits her experiences in the ""ons"" or one-night stand.",0
"Ganito sana kami ng mga barkada ko, pero buhay pa sila!","I wish my friends would like us, but they are still alive!","Ganito sana kami ng mga barkada ko, pero buhay pa sila!","I wish my friends would like us, but they are still alive!",0
Grabe na talaga yung talking stage natin sis,Our talk stage is really bad,Grabe na talaga yung talking stage natin sis,Our talk stage is really bad,0
"Grabe, muka ka talagang matanda--este ang tanda mo na.
Stay being pahumble, papretty at panget. Ayiie alabyu (yck)
Thank you sa lahat lahat.","Seriously, you really look good-it's your sign.
Stay being pahumble, papretty and ugly. Ayiie Alabyu (Yck)
Thank you everyone.","Grabe, mukha ka talagang matanda--este ang tanda mo na. Stay being pahumble, papretty at panget. Ayiie i love you (yuck ) Thank you sa lahat lahat.","Seriously, you look really old-it's your sign. Stay being pahumble, papretty and ugly. Ayiie I love you (yuck) thank you everyone.",0
"grevee!! haba ng tulog ko kso badtrep prin! skit nmn ng ulo ko tpos wala pa akong nagagawa ni isa sa mga ass ko... Haha...
GOOD MORNING pla!!","GREVEE !! I have a long sleep kso badtrep prin! skit nmn my head but i haven't done one of my ass ... haha ​​...
Good morning pla !!","grabe!! haba ng tulog ko kaso badtrip parin! sakit naman ng ulo ko tapos wala pa akong nagagawa ni isa sa mga assignments ko... Haha...
GOOD MORNING pala!!","Grabe !! Long sleep I have a badtrip case anyway! My head aches and I haven't done one of my assignments yet ... haha ​​...
Good morning pala !!",0
Grabe. Ang sakit pala talagang umasa sa wala. Sana sinabi nila ng mas maaga para 'di na kami nasaktan. Kainis.,Grabe. The pain really relies on nothing. Hope they said earlier so we didn't get hurt. Annoying.,Grabe. Masakit pala talagang umasa. Sana sinabi nila ng mas maaga para 'di na kami nasaktan. Kainis.,Grabe. It really hurts to hope. Hope they said earlier so we didn't get hurt. Annoying.,0
grabe nakakagulat naman,It's really surprising,grabe. nakakagulat naman,Grabe. Surprisingly,0
grabe sheeeeeesh,Grabe sheeeeeesh,grabe. sheeeeeesh,Grabe. sheeeeeesh,0
grabe... katakot nung pinanood nmen ni mama,Seriously ... It's scary when he watches my mom,grabe.katakot nung pinanood naming movie ni mama........,Seriously.,0
"GULUHIN NIYO NA ANG AKING BUHAY, HUWAG LANG ANG AKING","You have to mess with my life, not just my","GULUHIN NIYO NA ANG AKING BUHAY, HUWAG LANG ANG AKING","You have to mess with my life, not just my",0
"Gurl, andami mong pinagdaanan pero nandiyan ka na ngayun, parest rest na lang, sana all.","Gurl, you've been through a lot but you're there now, just rest, hopefully all.","Gurl, andami mong pinagdaanan pero nandiyan ka na ngayun, parest rest na lang, sana all.","Gurl, you've been through a lot but you're there now, just rest, hopefully all.",0
"Guys , bago niyo intindihin yung mga issue na yan..
Intindihin niyo muna yung pag-aaral..
Yung Research natin pati na yung Ibong Adarna.","Guys, before you understand those issues ..
Understand the study first ..
Our research as well as the Adarna bird.","Guys, bago niyo intindihin yung mga issue na yan..
Intindihin niyo muna yung pag-aaral..
Yung Research natin pati na yung Ibong Adarna.","Guys, before you understand those issues ..
Understand the study first ..
Our research as well as the Adarna bird.",1
Guys ano plano nyo sa teachers day sa monday Haha wala lang ayoko magklase lol. Push na push kp talaga to k haha,Guys what do you plan on Teachers Day on Monday haha ​​just don't have a class lol. Push na push kp talaga to k haha,Guys ano plano nyo sa teachers day sa monday Haha wala lang ayoko magklase lol. Push ko talaga ito haha,Guys what do you plan on Teachers Day on Monday haha ​​just don't have a class lol. I really push it haha,0
Guys lagot tayo kay maam sanada sa Monday .ang kalat kasi ng room.Andaming basahan at papel na nakakalat... Naglinis pa nga kami,Guys let's miss Maam Sanada on Monday.,Guys lagot tayo kay maam sanada sa Monday ... ang kalat kasi ng room... Andaming basahan at papel na nakakalat... Naglinis pa nga kami...,Guys let's miss Maam Sanada on Monday ... The room is closed ... so many rags and paper scattered ... we even cleaned up ...,0
"guys, tama na po ayaw ko na","Guys, that's right I don't want to","guys, tama na po ayaw ko na","Guys, that's right I don't want to",0
haays ang inet,Haays the inet,haays. ang inet,Haays. it's hot,0
"haha okay lang, atleast nag thankyou","haha it's okay, atleast nag thankyou","haha okay lang, atleast nag-thank you","haha it's okay, atleast thanks you",0
haha.. ayaw ako paalisin kya un natagalan bago makarecover...,haha .. don't let me go before it can take a while before you can ...,"haha.. ayaw ako paalisin kaya ayon, natagalan bago maka recover...",haha .. don't let me go so it took a while before recovering ...,0
HAHABULIN NAMIN LAHAT,We will all chase,HAHABULIN NAMIN LAHAT,We will all chase,0
Hahahahahahahaha,Hahahahahahahaha,Hahahahahahahaha,Hahahahahahahaha,0
"ala baka ma-misinterpret niyo, hindi ako yung nagchat, the reason why andiyan name ko bc yung msg notif ng instagram ganyan kapag may 2 accs na naka log in sa device","You might be misinterpreted, I'm not the only one, the reason why my name is BC the MSG notif of Instagram like that when there are 2 accs log in to the device","hala, baka ma-misinterpret niyo, hindi ako yung nagchat, the reason why andiyan name ko dahil yung message notification ng instagram ay ganyan kapag may 2 accounts na naka log in sa device","Well, you might be misinterpreted, I didn't talk, the reason why my name is because the message notification of Instagram is like that when 2 accounts log in to the device",0
Hanap mo ba ang sulit shopping at GV kantahan this weekend ,Do you look for Sulit Shopping and GV Sing this weekend,Hanap mo ba ang sulit shopping at GV kantahan this weekend,Do you look for Sulit Shopping and GV Sing this weekend,0
"Handa ka na bang umahon sa hamon ng alon Samahan kami sa isang linggong paglalayag, paglusong, pagbabad, pagtampisaw, at pag-ahon","Are you ready to go up to the wave challenge with us in a week of sailing, sinking, soaking, paddling, and going up","Handa ka na bang umahon sa hamon ng alon Samahan kami sa isang linggong paglalayag, paglusong, pagbabad, pagtampisaw, at pag-ahon","Are you ready to go up to the wave challenge with us in a week of sailing, sinking, soaking, paddling, and going up",0
"handled legit checks nakita ko HAHAHAHA! Kung maghahandle kayo huwag niyo naman ipahalata, mas marami pang shares kaysa sa comments eh.","Handled legit checks I saw hahahaha! If you do it don't notice, there are more shares than the comments eh.","handled legit checks nakita ko HAHAHAHA! Kung maghahandle kayo huwag niyo naman ipahalata, mas marami pang shares kaysa sa comments eh.","Handled legit checks I saw hahahaha! If you do it don't notice, there are more shares than the comments eh.",0
"happy 18th birthday, madumb ariel! <333 sana pala di ka na lumaki para 4ever ka mukhang keychain jk hehe labyu no.1 supporter 5ever fr fr","Happy 18th Birthday, Madumb Ariel! <333 Hope you haven't grown up for 4ever you look like keychain jk hehe labyu no.1 supporter 5ever fr fr","happy 18th birthday, madumb ariel! sana pala di ka na lumaki para 4ever ka mukhang keychain jk hehe labyu no.1 supporter 5ever fr fr","Happy 18th Birthday, Madumb Ariel! Hope you haven't grown up for 4ever you look like a keychain jk hehe labyu no.1 supporter 5ever fr fr fr",0
"happy anniversary, Mama at Papa! sama sama tayo hanggang sa pagtaba este sa pagtanda  labyu! next time na jowa reveal ","Happy Anniversary, Mom and Papa! We are together until we get older in old age! Next time jowa reveal","happy anniversary, Mama at Papa! sama sama tayo hanggang sa pagtaba este sa pagtanda labyu! next time na jowa reveal xD","Happy Anniversary, Mom and Papa! We are together until we get older in old age! Next time jowa reveal xD",0
Happy Birthday po Papa,Happy Birthday Po Papa,Happy Birthday po Papa,Happy Birthday Po Papa,0
"Happy first birthday, dear Tammy!!","Happy first birthday, dear Tammy!!","Happy first birthday, dear Tammy!!","Happy first birthday, dear Tammy!!",0
Happy Mother’s Day sa Nanay kong savage. Panget mo ka-bonding Maaaaa!.,Happy Mother’s Day to my Savage Mom. Panget mo ka bonding maaaaa!.,Happy Mother’s Day sa Nanay kong savage . Ang panget mo kasama sa bonding Mama!,Happy Mother’s Day to my Savage Mom. You're so upset with bonding mama!,0
harap harapang gaguhan talaga ano gusto mo yon,front face to face really what do you want that,harap harapang gaguhan talaga. ano gusto mo yon,front face to do really. What do you want that,1
"Heart this! Bago matapos yung 2019
Di ko kayo makakalimutan","Heart this! Before the end of 2019
I will never forget you",Heart this! Bago matapos yung 2019 Di ko kayo makakalimutan,Heart this! Before the end of 2019 I will never forget you,0
"Hello lyka. nabawi mo na ba tulog mo gusto mo tulungan na kita ayoko kasi makita na pumapasok ka ng haggard. salamat pala kanina ah kinausap mo ko, di mo maalala no","Hello Lyka. Have you ever been asleep you want to help me because I don't want to see you enter the haggard. thank you earlier ah you talked to me, you don't remember","Hello lyka. nabawi mo na ba tulog mo gusto mo tulungan na kita ayoko kasi makita na pumapasok ka ng haggard. salamat pala kanina ah kinausap mo ko, di mo maalala no","Hello Lyka. Have you ever been asleep you want to help me because I don't want to see you enter the haggard. thank you earlier ah you talked to me, you don't remember",0
Hello po. What if hindi ka makakapunta sa araw na inassign sayo para sa enrollan sa PUP Ekis ka na po ba for good or may special day for late enrollees,Hello. What if you couldn't go on the day you were assigned for enrollan at PUP you are for good or special day for late enrollees,Hello po. What if hindi ka makakapunta sa araw na inassign sayo para sa enrollan sa PUP Ekis ka na po ba for good or may special day for late enrollees,Hello. What if you couldn't go on the day you were assigned for enrollan at PUP you are for good or special day for late enrollees,0
henlo!! gusto ko kasi linisin kilay ko (gamit chani) sobrang kalat na kasi HAHAHAHA kaso ayoko rin kasi tinatry ko na wag magpa-thread or wag linisin kilay ko ng one year.,Henlo !! I want to clean my eyebrows (using Chani) It's so widespread because hahahaha case I don't like it because I try not to thread or don't clean my eyebrows for one year.,"hello!! gusto ko sanang linisin kilay ko (gamit chani). sobrang kalat na kasi HAHAHAHA .kaso ayoko rin kasi, tinatry ko na huwag magpa-thread or wag linisin kilay ko ng one year.","Hello !! I want to clean my eyebrows (using Chani). It's so widespread because hahahaha .I don't like it either, I try not to thread or don't clean my eyebrows for one year.",0
hi baby girl una sa lahat lamon ka lang sis di ka naman tataba HAHAHAHAHA,hi baby girl first of all you just sis sis di ka naman tataba hahahahaha,"hi baby girl  una sa lahat kain ka lang sister, hindi ka naman tataba HAHAHAHAHA","Hi baby girl first of all you just eat sister, you won't be fat hahahahaha",0
"Hi guys! ‘To na yung mga choices, kung gusto niyo pa mag add pm niyo lang sakin.","Hi guys! 'That's the choices, if you want to add pm just me.","Hi guys! Ito na yung mga choices, kung gusto niyo pa mag add pm niyo lang sakin.","Hi guys! These are the choices, if you want to add pm just me.",0
Hi LOZ wahahahah initials yan de joke kayo na bahala mag isip kung sino yan. feeling ko nagkakagusto na ko sayo. buwisit ka huhuhuhuhuhuhu. kasi naman ang saya mo kasama.gwapo.,Hi loz wahahahah initials yan de joke you care about who it is. Feeling I like you. You are huhuhuhuhuhuhu. because you have fun with me.,"Hi LOZ  wahahahah initials yan de joke, kayo na bahala mag isip kung sino yan. feeling ko nagkakagusto na ko sayo. buwisit ka. kasi naman ang saya mo kasama.gwapo.","Hi loz wahahahah initials that joke, you have to think about who it is. Feeling I like you. You're a jerk. because you have fun with me.",0
"hi mga tej, ang boto ko ay kay lexi lang why lexi............................ kasi wala lang tanginamo bat mo ako tinatanong.","Hi Tej, my vote is Lexi just why Lexi ............................ because you just don't ask me to ask.","hi mga tej, ang boto ko ay kay lexi lang why lexi kasi wala lang, tangina mo bakit mo ako tinatanong.","Hi Tej, my vote is Lexi just why Lexi because it's nothing, you just ask me why you ask me.",1
"Hi papa, 1 month kana naming di nakakausap at nakikita. Sobrang namimiss ka namin.","Hi Papa, 1 month we haven't talked and sees. We are very angry with you.","Hi papa, 1 month ka na naming hindi nakakausap at nakikita. Sobrang miss ka namin.","Hi Papa, we haven't been talking to you for 1 month. We miss you so much.",0
Hinangaan ng isang netizen si VP Leni Robredo dahil sa pagsakay nito sa Economy class ng isang eroplano papuntang US!,A netizen admired VP Leni Robredo for riding in the economy class of a plane to the US!,Hinangaan ng isang netizen si VP Leni Robredo dahil sa pagsakay nito sa Economy class ng isang eroplano papuntang US!,A netizen admired VP Leni Robredo for riding in the economy class of a plane to the US!,0
HINDE MANGKUKULAM AKO BAKET,No witch me baket,HINDE. MANGKUKULAM AKO. BAKET,NO. I'm a witch. WHY,0
"Hindi COVID-19 kundi isang hindi pa tukoy na sakit ang dahilan ng pagkahilo, pagsusuka at pananakit ng ulo ng mahigit 400 katao sa India.","Not Covid-19 but an unspecified disease causes dizziness, vomiting and headaches of more than 400 people in India.","Hindi COVID-19, kundi isang hindi pa tukoy na sakit ang rason ng pagkahilo, pagsusuka at pananakit ng ulo ng mahigit 400 katao sa India.","The cause of dizziness, vomiting and headaches of more than 400 people in India is not a Covid-19, but a non-specific disease.",0
"Hindi grado ang basehan ng matalino, sadyang tamad lang kaya parating napapakamot ng ulo.","The basis of the wise is not a grade, just so lazy that it always shakes the head.","Hindi grado ang basehan ng matalino, sadyang tamad lang ang isang tao kaya parating napapakamot ng ulo.","The basis of the wise is not a grade, a person is just lazy and always has a headache.",1
Hindi ka ba natatakot o kinakabahan,Are you not afraid or nervous,Hindi ka ba natatakot o kinakabahan ,Are you not afraid or nervous,0
Hindi ko alam kung ano nang nanyayare sakin. Sobra sobra na yung iniiyak ko dahil sa hirap sa school sabay pa yung mga personal problems ko at sa pamilya ko.,I don't know what's going on with me. I cried so much because of the hardships of school at the same time as my personal problems and my family.,Hindi ko alam kung ano nang nanyayare sakin. Sobra sobra na yung iniiyak ko dahil sa hirap sa school sabay pa yung mga personal problems ko at sa pamilya ko.,I don't know what's going on with me. I cried so much because of the hardships of school at the same time as my personal problems and my family.,0
