Raw,Raw_Translated,Clean,Clean_Translated,Tag
Meron bang grocery na late mag close Shet gusto ko mag cook ng tinola bigla,Is there a grocery store that is late to close shet I want to cook a tinola all of a sudden,Meron bang grocery na late mag close Shit gusto ko mag cook ng tinola bigla,Is there a grocery store that is late to close shit I want to cook a tinola all of a sudden,0
Yung habang nag exam ako hinihilot ni mama ung ulo mo para marelax dahil sobrang sakit,As I took an exam my mom was shaking your head for a meal because it was so painful,Yung habang nag exam ako hinilot ni mama yung ulo mo para ma-relax dahil sobrang sakit,As I took the exam my mom shook your head to relax because it was so painful,0
mananatili sa Iyong lilim,stays in your shade,mananatili sa Iyong lilim,stays in your shade,0
POTANGENA HINAHATAK NA AKO,Potangena I was pulling,PUTANGINA HINAHATAK NA AKO,Putangina is pulling me,1
You ll heal it just takes time,You ll heal it just takes time,You'll heal it just takes time,You'll heal it just takes time,0
i love myself,i love myself,i love myself,i love myself,0
Grabe yung lakad ko this weeek and Wednesday lang ang rest day buti na lang walang tutorial kanina,I was just walking this weeek and wednesday just rest day but no tutorial before,Grabe yung lakad ko this week and Wednesday lang ang rest day buti na lang walang tutorial kanina,It's just my walk this week and Wednesday is just rest day but no tutorial before,0
Sa lahat ng magagandang sinabi niya yan lang natandaan mo,With all the good he said that you just remembered,Sa lahat ng magagandang sinabi niya yan lang natandaan mo,With all the good he said that you just remembered,1
Araw araw tayong walang tulog no Tapos nag hahangad ka ng clear skin Hahahahahahah Joke time,Every day we sleepless no then you seek clear skin hahahahahahah joke time,"Araw araw tayong walang tulog noh, tapos nag hahangad ka ng clear skin Hahahahahahah Joke time","Every day we sleepless, then you seek clear skin hahahahahahah joke time",0
Walang papantay sayo tunay kagandahan mo,There is no match for you real beauty,Walang papantay sayo tunay kagandahan mo,There is no match for you real beauty,0
maganda pero di ikaw yon,It's nice but it's not you,"maganda, pero di ikaw yon","It's nice, but it's not you",1
takot sa sariling multo,fear of one's own ghost,takot sa sariling multo,fear of one's own ghost,1
Nahihirapan na ko,I'm having a hard time,Nahihirapan na ko,I'm having a hard time,0
funny how people remember us when they need us,funny how people remember us when they need us,funny how people remember us when they need us,funny how people remember us when they need us,1
indolence of the filipinos is shaking,indolence of the filipinos is shaking,indolence of the filipinos is shaking,indolence of the filipinos is shaking,1
hahaha why does everythkng has to fall apart at the same time i cant keep up,hahaha why does everythkng has to fall apart at the same time i cant keep up,hahaha why does everything has to fall apart at the same time i cant keep up,hahaha why does everything has to fall apart at the same time i cant keep up,1
minsan lang kasi ikasal ang bff ko kahit maubus lahat ng sahod ko,Sometimes just because my BFF is married even if all my wages are overwhelmed,"minsan lang kasi ikasal ang bff ko, kahit maubos lahat ng sahod ko","Sometimes just because my BFF is married, even if all my wages are running out",0
I was her top student in History Thankfully she was still fair sa grades Unlike my Sales Professor in La Salle na binaba ang grades ko sa recitations because I made fun of her willerevillame blogspot as her source of news,I was her top student in History Thankfully she was still fair sa grades Unlike my Sales Professor in La Salle na binaba ang grades ko sa recitations because I made fun of her willerevillame blogspot as her source of news,I was her top student in History Thankfully she was still fair sa grades Unlike my Sales Professor in La Salle na binaba ang grades ko sa recitations because I made fun of her willerevillame blogspot as her source of news,I was her top student in History Thankfully she was still fair sa grades Unlike my Sales Professor in La Salle na binaba ang grades ko sa recitations because I made fun of her willerevillame blogspot as her source of news,0
Tama ka Nurse ka siguro,You are right nurse you maybe,"Tama ka, nurse ka siguro","You're right, you're a nurse maybe",0
Iwas muna sa softdrinks pag gabi,Avoid softdrinks at night,Iwas muna sa softdrinks pag gabi,Avoid softdrinks at night,0
Hindi nga cheater sinungaling naman,Not a cheater liar,Hindi nga cheater sinungaling naman,Not a cheater liar,1
gusto kong sabihin na sama ako pero shet HAHAHAHA ANG HIRAP MAG DECIDE,I want to say that I'm like but shehahaha the hard work to decide,gusto kong sabihin na sasama ako pero shit HAHAHAHA ANG HIRAP MAG DECIDE,I want to say I'm going to go but shit hahahaha the hard work to decide,0
Yes HAHA pero sumikip nung nasa araneta cubao na syempre til Boni,Yes haha ​​but it's tight in Araneta Cubao that of course til boni,Yes HAHA pero sumikip nung nasa araneta cubao na syempre till Boni,Yes haha ​​but it's tight in Araneta Cubao which is of course till boni,0
Parang ayoko ko nang magtry ng ibang ramen Mauulit eto,It seems like I don't want to try another Ramen to repeat it,Parang ayoko ko nang magtry ng ibang ramen. Mauulit eto,It seems like I don't want to have another ramen. Repeat here,0
Di pinayagan manood ng basketball kairita,Not allowed to watch basketball Kairita,Di pinayagan manood ng basketball nakakairita,Not allowed to watch basketball frustrating,1
accurate pose of cats hahahaha,accurate pose of cats hahahaha,accurate pose of cats hahahaha,accurate pose of cats hahahaha,0
Kinikilig ako HAHAHAHAHAHAH,I love it hahahahahahah,Kinikilig ako HAHAHAHAHAHAH,I love it hahahahahahah,0
mahaba pa panahon mga bata pa kami may plano kami sa buhay kaya pls po suporta nalang sa kung ano meron kami ngayon Tigilan ang pag kumpara,It's been a long time since we were kids we have a life plan so pls po support for what we have now stop comparing,mahaba pa panahon mga bata pa kami may plano kami sa buhay kaya pls po suporta nalang sa kung ano meron kami ngayon Tigilan ang pag kumpara,It's been a long time since we were kids we have a life plan so pls po support for what we have now stop comparing,0
Not in the mood to work,Not in the mood to work,Not in the mood to work,Not in the mood to work,1
Sino pwede aampon sa akin ngayon Lang gabi within qc Lang po,Who can adopt me tonight just within QC just,Sino pwede aampon sa akin ngayon lang gabi. within qc lang po,Who can adopt me just tonight. within qc lang po,0
hoy ano yon,Today Yon,"hoy, ano iyon","Hey, what's that",1
Na stress ako shuta ano ba yan,That stress me shuta what is that,Na stress ako puta ano ba yan,That stress me hook what is that,1
Ibang kalandian naman sana oh,Another bathroom is oh,Ibang kalandian naman sana oh,Another bathroom is oh,1
Di naman baha pero nalulunod nako sa activity huhu,Not a flood but I was drowning in activity huhu,Di naman baha pero nalulunod nako sa activity huhu,Not a flood but I was drowning in activity huhu,1
nakakaasar,annoying,nakakaasar,annoying,1
Kakalito kung anong magandang kulay,Confused what good color,Kakalito kung anong magandang kulay,Confused what good color,0
wag ganyan ipadama mo,Don't feel that way,wag ganyan ipadama mo,Don't feel that way,1
Huy tanga di pa talaga makakapag work kasi di pa naman umuupo Yung idol mo nga eh current VP pero nasa US on personal trip,Hi fools can't really work because your idol is still sitting because it's current VP but it's on the US on personal trip,Huy tanga di pa talaga makakapag work kasi di pa naman umuupo. Yung idol mo nga eh current VP pero nasa US on personal trip,Hi fools can't really work because it's not up yet. Your idol is current VP but on the US on personal trip,1
is it really good,is it really good,is it really good,is it really good,0
kawalang gana this week,Incompanion this week,nakakawalang gana this week,This week's appetite,1
Uwi ka na Galit pa rin buong pinas sa iyo,You come home still angry all Pinas to you,Uwi ka na. Galit pa rin buong pinas sa iyo,Go home. Still angry all Pinas to you,1
Gusto ko ng kape,I want coffee,Gusto ko ng kape,I want coffee,0
sobrang nakaka pressure yung expectations and standards nyo sa BSA students,Your expectations and standards are very pressure on BSA students,sobrang nakaka pressure yung expectations and standards ninyo sa BSA students,Your Expectations and Standards with BSA Students are very pressure,1
sana all sobra mag care,Hope all super care,sana all sobra mag care,Hope all super care,0
i want to cry when does this semester end,i want to cry when does this semester end,i want to cry when does this semester end,i want to cry when does this semester end,1
Gusto ko Sana dumayo Ng inuman eh Lakas naman Ng ulan,I wish I could have a drink of the rain.,Gusto ko Sana dumayo ng inuman eh. Lakas naman Ng ulan,I wish I could have a drink eh. The rain is strong,0
Puta anong camera ba bagay sa mukha ko,Puta what camera is the thing on my face,Puta anong camera ba babagay sa mukha ko,Puta what camera will fit my face,0
Pag seven wala pa dto anak ko puta pasensyahan talaga,When seven my son has not been so patient,"Pag seven wala pa dito anak ko, puta, pasensiyahan talaga","When seven is not here my son, hooker, be patient",1
Makawalag gana puta,Heartbreaking Guna,nakakawalang gana puta,Losing appetite,1
Tangina lang,Tangina lang,Tangina lang,Tangina lang,1
tangina ka dami mong gusto wala ka namang pinadala,you just have a lot of like you don't have to send,"tangina ka. dami mong gusto, wala ka namang pinadala","Tangina ka. You want a lot, you have nothing to send",1
Pero next next week iiyak na ako sa math na subjects KO tangina 3 magkasunod sila,But next week I will cry in math subjects I will take 3 they will,"Pero next next week iiyak na ako sa math na subjects KO. tangina, 3 magkasunod sila","But next week I'll cry for my Math subjects. tangina, 3 they are in line",1
TANGINA NYO WALA AKONG PAKE SAINYO MAKILALA MO TALAGA UGALI KO,You know I don't care about you you really know my behavior,"TANGINA NYO WALA AKONG PAKE SA INYO, MAKILALA MO TALAGA UGALI KO","You know I have nothing to do with you, you really know my behavior",1
Tangina di nag paramdam,Tangina,"Tangina, di nagparamdam","Tangina, not feeling down",1
negative thoughts is killing me again tangina napapagod na ako just kill me,Negative Thoughts is killing me again Tangina I'm tired just kill me,negative thoughts is killing me again tangina napapagod na ako just kill me,Negative Thoughts is killing me again Tangina I'm tired just kill me,1
Senator you have given us the hope sana ay magkita pa po ulit tayo,Senator you have given us the hope we will meet again,Senator you have given us the hope sana ay magkita pa po ulit tayo,Senator you have given us the hope we will meet again,0
Magaling ka masyado,You are very good,Magaling ka masyado,You are very good,1
Kumalma ka,Calm down,Kumalma ka,Calm down,1
Uhaw na uhaw,Very thirsty,Uhaw na uhaw,Very thirsty,1
kung totoo man naiisip ko grabe naman,If it is true I think seriously,kung totoo man naiisip ko grabe naman,If it is true I think seriously,0
I promise you re not the only person who feels this way It s okay to exist in these thoughts to feel their weight as long as you remember to let them go,I promise you re not the only person who feels this way It s okay to exist in these thoughts to feel their weight as long as you remember to let them go,I promise you're not the only person who feels this way It s okay to exist in these thoughts to feel their weight as long as you remember to let them go,I promise you're not the only person who feels this way It s okay to exist in these thoughts to feel their weight as long as you remember to let them go,0
Ang dinner ko ay init ng ulo sa tagal ng byahe,My dinner is temper in the duration of the flight,Ang dinner ko ay init ng ulo sa tagal ng byahe,My dinner is temper in the duration of the flight,1
Wag mong antayin ako magsawa sa ugali mo,Don't wait for me to feel sorry for your behavior,Wag mong antayin ako magsawa sa ugali mo,Don't wait for me to feel sorry for your behavior,1
Gusto ko na po pumunta sa Star City o Enchanted Kingdom man lang,I would like to go to Star City or Enchanted Kingdom at least,Gusto ko na po pumunta sa Star City o Enchanted Kingdom man lang,I would like to go to Star City or Enchanted Kingdom at least,0
gusto ko pumunta sa Santa Rita,i would go to santa rita,gusto ko pumunta sa Santa Rita,i would go to santa rita,0
Parang naka aircon kwarto ko ngayon sa sobrang lamig,It looks like my aircon room is now in the cold,Parang naka aircon kwarto ko ngayon sa sobrang lamig,It looks like my aircon room is now in the cold,0
After grad mawawala nako promise,After grad I will lose my promise,"After grad mawawala na ako, promise","After grad I will lose, promise",1
puta sabay sabay na,slut,"puta, sabay sabay na","slut, at once",1
Losing weight will help too as I suffered from it,Losing weight will help too as I suffered from it,Losing weight will help too as I suffered from it,Losing weight will help too as I suffered from it,0
Gutom lang pala sir haha,Just hungry sir haha,Gutom lang pala sir haha,Just hungry sir haha,0
I can afford business class sa totoo lang pero kung tahimik at malinis din naman sa economy class doon na ako,I can afford business class actually but if it's also quiet and clean in the economy class there I'm,"I can afford business class sa totoo lang pero kung tahimik at malinis din naman sa economy class, doon na ako","I can afford business class actually but if it's also quiet and clean in the economy class, I'm there",0
grabe kaba ko parang sasabog,I feel like I'm going to explode,"grabe kaba ko, parang sasabog","I'm so serious, it seems like a explosion",1
HAHAHAH mas maganda ang may kayakap,Hahahah it is better to have a hug,HAHAHAH mas maganda ang may kayakap,Hahahah it is better to have a hug,0
Ganda nman ng pa birthday oh,Nice nman pa pa birthday oh,Ganda naman ng pa birthday oh,Nice birthday oh oh,0
Dumayo sa quiapo para sa palabok,Run to Quiapo for spice,Dumayo sa quiapo para sa palabok,Run to Quiapo for spice,0
Oki magsabi agad para alam ko kung uuwi ako tagaytay haha,Oki say right away so I know if I'll go home Tagaytay haha,"Oki, magsabi agad para alam ko kung uuwi ako tagaytay haha","Oki, say it right away so I know if I'm going home Tagaytay haha",0
Tangina di na natuloy tuloy yung liga,Tangina did not continue the league,Tangina di na natuloy tuloy yung liga,Tangina did not continue the league,1
kapag walang natuloy sa trip namin next year magdadabog talaga ako malala,When no one goes on our trip next year I will be really bad,"kapag walang natuloy sa trip namin next year, magdadabog talaga ako malala","If nothing goes on our trip next year, I'm really going to get worse",1
malayo ka pa pero malayo ka na,You are still far away but you are far away,malayo ka pa pero malayo ka na,You are still far away but you are far away,0
Kahit sa panaginip nadama ko yung totoong yakap,Even in a dream I felt that true hug,Kahit sa panaginip nadama ko yung totoong yakap,Even in a dream I felt that true hug,0
Anong masarap kainin bukod sa,What a nice to eat besides,Anong masarap kainin bukod sa,What a nice to eat besides,0
sobrang sakit ng likod ko,Too much pain of my back,sobrang sakit ng likod ko,Too much pain of my back,1
bakit parang kasalanan ko pa,Why is it my fault,bakit parang kasalanan ko pa,Why is it my fault,1
Kanina shawarma ngayon naman gusto ko ng pizza,Earlier shawarma now i want pizza,Kanina shawarma ngayon naman gusto ko ng pizza,Earlier shawarma now i want pizza,0
Nakaligo na ko at lahat masakit pa din ang ulo ko,I have bathed and everyone still hurts my head,Nakaligo na ko at lahat masakit pa din ang ulo ko,I have bathed and everyone still hurts my head,0
Parang ang sarap tumira sa Batanes,It was as if the deliciousness lived in Batanes,Parang ang sarap tumira sa Batanes,It was as if the deliciousness lived in Batanes,0
Lakas maka ulol nung hindi ka nakikipag usap tapos biglang may notif na andaming unsend na message sa Instagram Sino ka naman diyan,Strongly get mad when you don't talk and then suddenly there is a notfing unsend message on instagram who are you there,Lakas maka ulol nung hindi ka nakikipag usap tapos biglang may notification na andaming unsend na message sa Instagram Sino ka naman diyan,Strongly get mad when you don't talk then suddenly there is a notification that has a lot of unsend message on instagram who are you there,1
Nagtatanong ng passport kaya i assume ko na sa labas ng bansa,Asking for a passport so I assume that out of the country,Nagtatanong ng passport kaya i assume ko na sa labas ng bansa,Asking for a passport so I assume that out of the country,0
friday na sana para happy long weekend na ko gusto ko na magpahinga til monday,Friday Hope For Happy Long Weekend I Want to Rest Til Monday,"friday na sana, para happy long weekend na ko gusto ko na magpahinga till monday","friday na hopefully, for happy long weekend i want to rest till monday",0
twitter ko to okay if ayaw mo tweets ko at need mo nag tweet dahil sa tinweet ko block mo ko or mute mo ko tapos,Twitter I am okay if you don't want my tweets and you need to tweet because I tweet you or mute you,"twitter ko 'to, okay if ayaw mo tweets ko at need mo mag tweet dahil sa tinweet ko block mo ko or mute mo ko, tapos","This is my twitter, okay if you don't want my tweets and you need to tweet because I tweet you or mute you, then",1
sipagin na sana pumasok bukas,Diligent to come in tomorrow,sipagin na sana pumasok bukas,Diligent to come in tomorrow,0
Umay nako sa sisig,I have to go to the sisig,Umay na ako sa sisig,I was already in the sisig,0
Nakakapagod sobra tong araw na to buti may jabee at mcdo pampawala pagod hahaha,It's so tiring that it's a good day to have jabee and mcdo,"Nakakapagod sobra itong araw na ito, buti may jabee at mcdo pampawala pagod hahaha","It's so tiring this day, but jabee and mcdo let out",0
Sinong di magiging kabado Eh lilipat na naman ako ng industriya HAHAHAHAHA,Who wouldn't be a concern for me to move the industry again hahahahaha,Sinong di magiging kabado Eh lilipat na naman ako ng industriya HAHAHAHAHA,Who wouldn't be a concern for me to move the industry again hahahahaha,1
Hiyang hiya na ako maging pabigat sa totoo lang Wala akong maambag financially,Shame on me to be a burden I really don't contribute to Financially,"Hiyang hiya na ako maging pabigat sa totoo lang Wala akong maambag, financially","Shame on me to be a burden I really don't contribute, financially",1
Naiirita ako sa update ng phone ko bat ba kasi nag automatic,I was upset with my phone update because it was automatically,Naiirita ako sa update ng phone ko bat ba kasi nag automatic,I was upset with my phone update because it was automatically,1
Grabe sobrang sarap ng luto ni papa na adobo sa gata na native na manok,Daddy's cooking is so good that he's pickled up with the native chicken,Grabe sobrang sarap ng luto ni papa na adobo sa gata na native na manok,Daddy's cooking is so good that he's pickled up with the native chicken,0
Maturity is different from being weirdo,Maturity is different from being weirdo,Maturity is different from being weirdo,Maturity is different from being weirdo,1
I think we need to watch Senate committee hearings and Senate sessions more often and more vigilantly,I think we need to watch Senate committee hearings and Senate sessions more often and more vigilantly,I think we need to watch Senate committee hearings and Senate sessions more often and more vigilantly,I think we need to watch Senate committee hearings and Senate sessions more often and more vigilantly,0
Lahat ng naka one night stand ko hindi naman naging kami,All of my one night stands have not been us,Lahat ng naka one night stand ko hindi naman naging kami,All of my one night stands have not been us,0
Nakakatuwa naman po yung suggestion tingnan natin kung kaya ko,It's funny that the suggestion let's see if I can,Nakakatuwa naman po yung suggestion tingnan natin kung kaya ko,It's funny that the suggestion let's see if I can,0
tangina ang hilig mang invalidate ng feelings,Tangina the tendency to invalidate feelings,tangina ang hilig mang invalidate ng feelings,Tangina the tendency to invalidate feelings,1
Sobrang sakit na naman ng ulo ko,My head aches again,Sobrang sakit na naman ng ulo ko,My head aches again,1
Ang simple lang ng ulam namin tonight pero sarap na sarap ako Yes may sunog na Longganisa sakin kasi yun Gusto ko toasted eh HAHAHA,Our dish is so simple tonight but I really enjoyed it yes with a fire that I had to do because I wanted toasted eh hahaha,Ang simple lang ng ulam namin tonight pero sarap na sarap ako Yes may sunog na Longganisa sakin kasi yun Gusto ko toasted eh HAHAHA,Our dish is so simple tonight but I really enjoyed it yes with a fire that I had to do because I wanted toasted eh hahaha,0
2 rice po tayo ngayon,2 rice po,"2 rice po tayo, ngayon","We are 2 rice, now",0
People who only talk to you when they need something from you,People who only talk to you when they need something from you,People who only talk to you when they need something from you,People who only talk to you when they need something from you,1
jokes are half meant hello kahit naman di niya sabihin obvious naman,jokes are half meant hello even though he doesn't say obviously,jokes are half meant hello kahit naman di niya sabihin obvious naman,jokes are half meant hello even though he doesn't say obviously,1
nag enjoy ako sa lesson namin sa math today,I enjoyed our Math lesson today,nag enjoy ako sa lesson namin sa math today,I enjoyed our Math lesson today,0
Malaman na bukas,Know that tomorrow,Malaman na bukas,Know that tomorrow,0
Umuulan sa amin,It's raining us,Umuulan sa amin,It's raining us,0
Oh ghad Teachers like that need to be reprimanded How are they allowed to teach history when they spread disinformation,Oh ghad Teachers like that need to be reprimanded How are they allowed to teach history when they spread disinformation,Oh ghad Teachers like that need to be reprimanded How are they allowed to teach history when they spread disinformation,Oh ghad Teachers like that need to be reprimanded How are they allowed to teach history when they spread disinformation,1
Ito na since marami nagtatanong Pero sa post grad hindi mo kailangan maging matalino ang kailangan mo maging masipag at dedikado,This is since many ask but in post grad you don't need to be smart what you need to be hardworking and dedicated,"Ito na, since marami nagtatanong. Pero sa post grad hindi mo kailangan maging matalino ang kailangan mo maging masipag at dedikado","This is it, since many are asking questions. But in the post grad you don't need to be wise as you need to be hardworking and dedicated",0
tangina kung bat kailan last quarter na tsaka pa tamad na tamad gumawa,Tangina if bat when last quarter that is not too lazy to make,tangina kung bakit kailan last quarter na tsaka pa tamad na tamad gumawa,tangina why when last quarter that wasn't even lazy to make,1
Tangina di na naman visible ang sunset,Tangina is not yet visible the sunset,"Tangina, di na naman visible ang sunset","Tangina, the sunset is no longer visible",1
Tangina i deserve better friends,Tangina i deserve better friends,Tangina i deserve better friends,Tangina i deserve better friends,1
Tangina ka,Tangina ka,Tangina ka,Tangina ka,1
TANGINA NYO WALA AKONG PAKE SAINYO MAKILALA MO TALAGA UGALI KO,You know I don't care about you you really know my behavior,TANGINA NYO WALA AKONG PAKE SAINYO MAKILALA MO TALAGA UGALI KO,You know I don't care about you you really know my behavior,1
NAKAKAPRESSURE TANGINA,Nakakapressure tangina,"NAKAKA-PRESSURE, TANGINA","Pressure, tangina",1
Shrimp and Tuna Pasta,Shrimp and Tuna Pasta,Shrimp and Tuna Pasta,Shrimp and Tuna Pasta,0
Lakas ng ulan grabe tapos yung kusina at terrace namin daming tulo Hirap talaga pag bobo gagawa mas maige talaga mag bayad ng mahal kesa perwisyo ang ending Kaya sa bahay namin ni anthony nakuuu di uubra sakin yung patanga tanga,It was raining so hard that the kitchen and the terrace we had a lot of three hard work when it was stupid to make it better to pay for the expense of the ending so at the end of Anthony's house I didn't have to do,Lakas ng ulan grabe tapos yung kusina at terrace namin daming tulo Hirap talaga pag bobo gagawa mas maigi talaga mag bayad ng mahal kesa perwisyo ang ending Kaya sa bahay namin ni anthony nakuuu di uubra sakin yung patanga tanga,It was raining so hard that the kitchen and the terrace we had a lot of three hard work to do so it would be better to pay for the expense of the ending so much that at our home and my home and my house were not in my hometown,1
Goodluck kaya mo yan,Goodluck so you do that,"Goodluck, kaya mo yan","Goodluck, you can do that",0
tangina nyan bakit kaya ako nagkakaganito,That's why I'm doing this,tangina nyan bakit kaya ako nagkakaganito,That's why I'm doing this,1
Excited na ako ipagmayabang yung pinaghirapan ko,I am excited to boast of what I suffered,Excited na ako ipagmayabang yung pinaghirapan ko,I am excited to boast of what I suffered,0
Manahimik ka Pa watching watching ka nalalaman deserve ng Piloto na matanggal sa work dahil sa pagkakalat ng fake news,Be quiet watching watching you know the pilot deserves to be removed from work due to spreading fake news,"Manahimik ka, Pa-watching watching ka nalalaman, deserve ng Piloto na matanggal sa work dahil sa pagkakalat ng fake news","Be quiet, watching watching you know, the pilot deserves to be removed from the work due to the spread of fake news",1
Pero tingnan mo may umuwing pogi sayo sissy ko huhu congrats deserve so much,But look at someone coming home to you sissy huhu congrats deserve so much,"Pero tingnan mo, may umuwing pogi sayo sissy ko huhu congrats deserve so much","But look, someone came home to you sissy huhu congrats deserve so much",0
Sending hugs And kisses,Sending hugs And kisses,Sending hugs And kisses,Sending hugs And kisses,0
napaka hassle putangina,Very hassle putangina,napaka hassle putangina,Very hassle putangina,1
Beautifully said road,Beautifully said road,Beautifully said road,Beautifully said road,0
Ako pangarap ko parin maging alikabok,I dream of still being dust,Ako pangarap ko parin maging alikabok,I dream of still being dust,0
Saang bahay ba dito,Where is the house here,Saang bahay ba dito,Where is the house here,0
Gusto kung maglasing tapos gusto ko kwento lahat ng sakit sa dibdib ko,Want to get drunk then i want stories all my chest pain,Gusto kung maglasing tapos gusto ko kwento lahat ng sakit sa dibdib ko,Want to get drunk then i want stories all my chest pain,1
wag ako beh iyak ka HAHAHAHA,don't be me crying hahahaha,"wag ako beh, iyak ka HAHAHAHA","Don't be me, you cry hahahaha",1
Dahil dirty eating tayo the past few days need bumawi sa gulay,Because dirty eating us the past few days need to recover vegetables,"Dahil dirty eating tayo the past few days, need bumawi sa gulay","Since we are dirty eating the past few days, need to recover vegetables",0
Words cant describe how happy I am Love you both so much DreamPlay,Words cant describe how happy I am Love you both so much DreamPlay,Words cant describe how happy I am Love you both so much DreamPlay,Words cant describe how happy I am Love you both so much DreamPlay,0
Sinisigawan pa nga,It's shouting,Sinisigawan pa nga,It's shouting,1
People are driven by hate i dont know kung ganyan epekto ng sinusuportahan nilang pulitiko o ganon talaga ugali nila Either way di maganda yung ganong pag uugali,People are driven by hate I dont know if that is the effect of their supporting politicians or that they really do not even have such behavior,People are driven by hate i dont know kung ganyan epekto ng sinusuportahan nilang pulitiko o ganon talaga ugali nila Either way di maganda yung ganong pag uugali,People are driven by hate I dont know if that is the effect of their supporting politicians or that they really do not even have such behavior,1
Mamatay Lang sila sa inggit,They just die in envy,Mamatay Lang sila sa inggit,They just die in envy,1
anong sense ng sagot mo patay parin ako HAHAHAH,what sense of your answer is still dead hahahah,"anong sense ng sagot mo, patay parin ako HAHAHAH","What sense of your answer, I'm still dead hahahah",1
Ang sarap sa pakiramdam kapag may mga tao na nagcocomfort sayo andyan sila handang magbigay ng words of wisdom na mga kailangan mo para lumakas uli ang iyong loob Salamat ate,Feel good when there are people who are comforting you and they are ready to give words of wisdom that you need to make you feel better thanks,"Ang sarap sa pakiramdam kapag may mga tao na nagcocomfort sayo, andyan sila handang magbigay ng words of wisdom na mga kailangan mo para lumakas uli ang iyong loob. Salamat ate","Feeling good when there are people who are comforting you, they are ready to provide words of wisdom that you need to make you feel better again. thank you",0
Ayoko mag present sa research presentation namin diko na aral eh Hahaha,I do not want to present our research presentation in our lesson eh hahaha,Ayoko mag present sa research presentation namin diko na aral eh Hahaha,I do not want to present our research presentation in our lesson eh hahaha,1
Magkalat nalang tayo fake news besh may bago kang big bike nyan,Let's spread fake news besh you have a new big bike nyan,Magkalat nalang tayo fake news besh may bago kang big bike niyan,Let's spread fake news besh you have a new big bike,1
Sarap naman ng weather tas umorder pa sila ng food jwu,The weather tas is good for them to order food jwu,"Sarap naman ng weather, tapos umorder pa sila ng food jwu","The weather is good, then they even ordered food jwu",0
Last minute sumama gago pambahay suot ano ba literal pantulog hahahaha,Last Minute go together gago house wearing what is literally sleeping hahahaha,Last minute sumama gago pambahay suot ano ba literal pantulog hahahaha,Last Minute go together gago house wearing what is literally sleeping hahahaha,1
Just one solid momol and my soul shall be healed,Just one solid momol and my soul shall be healed,Just one solid momol and my soul shall be healed,Just one solid momol and my soul shall be healed,0
grabe ang dali talaga mawala sa loob ng complex as a geographically challenged bitch,GRABE is really easy to lose inside the complex as a geographically challenged bitch,"grabe, ang dali talaga mawala sa loob ng complex as a geographically challenged bitch","Seriously, the easily disappears inside the complex as a geographically challenged bitch",1
Nakakatawa shuta HAHAHAHA ayaw daw sa magnanakaw pero nagnakaw ng asawa,Funny Shuta HAHAHAHA DON'T KNOW ABOUT BUT BY THE WIFE,Nakakatawa shuta HAHAHAHA. ayaw daw sa magnanakaw. pero nagnakaw ng asawa,Funny Shuta HAHAHAHA. Don't like the thief. but stole a wife,1
Magnanakaw daw si bbm sabi nung kabit na nagpabuntis sa iba,BBM is a thief,"Magnanakaw daw si bbm, sabi nung nakikiapid na nagpabuntis sa iba","BBM is a thief, says the adultery who is pregnant with others",1
And they hate it when you use their own logic against them,And they hate it when you use their own logic against them,And they hate it when you use their own logic against them,And they hate it when you use their own logic against them,1
Me telling my jowa na want ko sumumpong kaso madami pa daw sya task so mamaya na lang pag out nya,Me telling my jowa that i want to find a case more than he task so later just when he is out,Me telling my jowa na want ko sumumpong kaso madami pa daw sya task so mamaya na lang pag out nya,Me telling my jowa that i want to find a case more than he task so later just when he is out,0
sa camera lang ako maputi pero sa personal single ako,On the camera I am only white but in person I am single,sa camera lang ako maputi pero sa personal single ako,On the camera I am only white but in person I am single,0
hindi ka community panty para maging available sa lahat,You are not a community panty to be available at all,hindi ka community panty para maging available sa lahat,You are not a community panty to be available at all,0
hindi ka nga mamamatay dahil sa aksidente pero mamamatay ka naman dahil sa takot,You will not die because of the accident but you will die because of fear,hindi ka nga mamamatay dahil sa aksidente pero mamamatay ka naman dahil sa takot,You will not die because of the accident but you will die because of fear,1
Retweet kung naniniwala kang kaya nating makamit ang Bagong Lipunan Kailangan lang talaga ng pagkakaisa nito at iwasan ang pagkabuklodbuklod Naway lagi tayong gabayan ng panginoon Pilipinas,Retweet If you believe that we can achieve the new society it just needs unity and avoids the unity of the Lord the Philippines and we are always guided by the Lord,Retweet kung naniniwala kang kaya nating makamit ang Bagong Lipunan Kailangan lang talaga ng pagkakaisa nito at iwasan ang pagkabuklodbuklod Naway lagi tayong gabayan ng panginoon Pilipinas,Retweet If you believe that we can achieve the new society it just needs unity and avoids the unity of the Lord the Philippines and we are always guided by the Lord,1
Libre ko jollibee sino makahula kung san ako nagkulang,I free jollibee who can predict where I am lacking,Libre ko jollibee sino makahula kung san ako nagkulang,I free jollibee who can predict where I am lacking,0
Napaka hayop mo,You are very animal,Napaka hayop mo,You are very animal,1
lahat nalang magaadjust para sainyo lipat kaya kayo planet lol,All you have to do is move for you planet lol,"lahat nalang mag-aadjust para sa inyo, lipat kaya kayo planet lol","Everyone will adjust for you, move so you planet lol",1
babysteps Kailangan naten manalo sa lotto HAHAHA,Babysteps need to win the lotto hahaha,babysteps Kailangan natin manalo sa lotto HAHAHA,babysteps we need to win the lotto hahaha,0
