id,created_at,text - utf-8,simplified,translated
1.5268E+18,2022-05-18 05:36:34+00:00,b'Totoo bakit naka-ngiwi na naman siya? https://t.co/pD7PPcfpyC',Totoo bakit naka ngiwi na naman siya,It is true why he is still
,,,,
1.5268E+18,2022-05-18 05:36:19+00:00,b'@OronganTrix pafollowback nmn po... para makadm Ako...',pafollowback nmn po para makadm Ako,pafollowback nmn po for me
,,,,
1.5268E+18,2022-05-18 05:35:52+00:00,b'@AdoptMeSanJose @sachikoko Wished I could find them homes including mama orange Onay and tortie sister Dottie.',Wished I could find them homes including mama orange Onay and tortie sister Dottie,Wished I could find them homes including mama orange Onay and tortie sister Dottie
,,,,
1.5268E+18,2022-05-18 05:35:08+00:00,"b""@jeshureformed @senatorjoelv Lolz no they'll give it to the highest bidder and Cynthia is ready to bid. \xf0\x9f\x99\x83""",Lolz no they ll give it to the highest bidder and Cynthia is ready to bid,Lolz no they ll give it to the highest bidder and Cynthia is ready to bid
,,,,
1.5268E+18,2022-05-18 05:34:36+00:00,b'\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d https://t.co/wdAL49UhsD',,
,,,,
1.5268E+18,2022-05-18 05:34:25+00:00,b'@missufe @Pingueeth https://t.co/2i8d3r9vKP',,
,,,,
1.5268E+18,2022-05-18 05:33:52+00:00,"b'@tweysiluwis naol po laging pinipili, \xf0\x9f\x98\xb4'",naol po laging pinipili,naol please always choose
,,,,
1.5268E+18,2022-05-18 05:33:26+00:00,b'Ang gwapo niyaaa \xf0\x9f\xa5\xba https://t.co/zCgwwN3oAB',Ang gwapo niyaaa,He's handsome
,,,,
1.5268E+18,2022-05-18 05:32:59+00:00,b'@missufe @pulte https://t.co/jwEM8uYaYM',,
,,,,
1.5268E+18,2022-05-18 05:32:15+00:00,b'@missufe Dc: abcabando#2668 https://t.co/0eliKMPJHt',Dc abcabando 2668,DC Abcabando 2668
,,,,
1.5268E+18,2022-05-18 05:31:59+00:00,b'@hellostalk2 @Pbbmarites10 @ZachamProtector @AllForZacham @ZacHam_Patrons Aww now I know! Thank you sa into \xf0\x9f\xa4\x97',Patrons Aww now I know Thank you sa into,Patrons Aww now I know Thank you sa into
,,,,
1.5268E+18,2022-05-18 05:31:44+00:00,b'Sayang tuition for an extra English subject when in fact considered pala thesis as 3 units????? Bakit ngayon lang s\xe2\x80\xa6 https://t.co/2f5Ocslk7w',Sayang tuition for an extra English subject when in fact considered pala thesis as 3 units Bakit ngayon lang s,Sayang tuition for an extra english subject when in fact considered thesis as 3 units why is it just s
,,,,
1.5268E+18,2022-05-18 05:31:39+00:00,b'@Pbbmarites10 @hellostalk2 @ZachamProtector @AllForZacham @ZacHam_Patrons So ung fandom mo malaki bah ang PONDO? Ku\xe2\x80\xa6 https://t.co/PUK8U9uFCt',Patrons So ung fandom mo malaki bah ang PONDO Ku,Patrons so your fandom is my funds great
,,,,
1.5268E+18,2022-05-18 05:31:15+00:00,b'puro ka kuda deha',puro ka kuda deha,In the professionalization tube
,,,,
1.5268E+18,2022-05-18 05:31:06+00:00,b'Losing weight will help too as I suffered from it. https://t.co/8Es1lSkG70',Losing weight will help too as I suffered from it,Losing weight will help too as I suffered from it
,,,,
1.5268E+18,2022-05-18 05:30:45+00:00,b'Bili na sa mga gusto makicouple kay Jungkook! Tutal hanggang damit lang naman kau pwede maging couple \xf0\x9f\x98\x82 https://t.co/7CA6ljv8Sa',Bili na sa mga gusto makicouple kay Jungkook Tutal hanggang damit lang naman kau pwede maging couple,Buy it for those who want to get Jungkook until you can only be a couple who can be a couple
,,,,
1.5268E+18,2022-05-18 05:30:45+00:00,b'nakabawi den sa tulog haha',nakabawi den sa tulog haha,recovering den to sleep haha
,,,,
1.5268E+18,2022-05-18 05:30:38+00:00,b'Ganda nman ng pa-birthday ohhh',Ganda nman ng pa birthday ohhh,Nice birthday ohhh ohhh
,,,,
1.5268E+18,2022-05-18 05:30:19+00:00,b'@Pbbmarites10 @ZachamProtector @AllForZacham @ZacHam_Patrons Talaga? Ang pagkakatanda ko sumasagot lang sila kung i\xe2\x80\xa6 https://t.co/AvylvB0l2J',Patrons Talaga Ang pagkakatanda ko sumasagot lang sila kung i,Patrons really are my old age they only answer if i
,,,,
1.5268E+18,2022-05-18 05:30:17+00:00,b'Dumayo sa quiapo para sa palabok!! https://t.co/8sPDoUen8h',Dumayo sa quiapo para sa palabok,Run to Quiapo for spice
,,,,
1.5268E+18,2022-05-18 05:28:39+00:00,b'@Chengguloyd teluk ayaw matulog haha',teluk ayaw matulog haha,teluk don't sleep haha
,,,,
1.5268E+18,2022-05-18 05:28:22+00:00,b'@youmustlauvlin HAHAHAH mas maganda ang may kayakap \xf0\x9f\x98\x82\xf0\x9f\x98\x81',HAHAHAH mas maganda ang may kayakap,Hahahah it is better to have a hug
,,,,
1.5268E+18,2022-05-18 05:28:18+00:00,b'Based https://t.co/1dTXzAxNzY',Based,Based
,,,,
1.5268E+18,2022-05-18 05:28:17+00:00,b'@missthinez @HwanniePromotes @DarkEarthgame @acelik_EN @tecno_blue @EthemSAKALLI https://t.co/Jj3zxbtv6l',EN blue,A blue
,,,,
1.5268E+18,2022-05-18 05:27:42+00:00,b'@sof1azara03 @Everyone123Love https://t.co/IOnrJcsxSu',,
,,,,
1.5268E+18,2022-05-18 05:27:25+00:00,b'Ingats mi haha di tayo nakapagchikahan \xf0\x9f\xa4\xa3 @Badassisko__',Ingats mi haha di tayo nakapagchikahan,Ingats mi haha we can't afford
,,,,
1.5268E+18,2022-05-18 05:27:23+00:00,b'@jaykickedme I had last midnight somewhere in BalicBalic. It was bad.',I had last midnight somewhere in BalicBalic It was bad,I had last midnight somewhere in Balic Balic It was bad
,,,,
1.5268E+18,2022-05-18 05:27:06+00:00,b'life saver talaga si emeri \xf0\x9f\xa5\xb9\xf0\x9f\xa5\xb0',life saver talaga si emeri,life saver really emeri
,,,,
1.5268E+18,2022-05-18 05:27:04+00:00,b'@hnrybgmn https://t.co/SZNTzBSw8F',,
,,,,
1.5268E+18,2022-05-18 05:26:58+00:00,b'@HwanniePromotes @FirstNFTTower @ScottLEOWarrior @swapleonicorn @DMTLAND_ https://t.co/ibdJWb4WBh',,
,,,,
1.5268E+18,2022-05-18 05:26:27+00:00,b'@missufe @NFTMercegim @NFTPROMOTURK @kriptomert16 @EniSociety https://t.co/DufKzg9g6U',,
,,,,
1.5268E+18,2022-05-18 05:26:10+00:00,b'@KPOPmerchPHgo @cleaxxxmj Meryll eto ohhhhh! Bili kaaaa naaaa',Meryll eto ohhhhh Bili kaaaa naaaa,Meryll eto ohhhhh bili kaaaa naaaa
,,,,
1.5268E+18,2022-05-18 05:25:38+00:00,b'@missufe @NoraEstia https://t.co/DUoDFHW30m',,
,,,,
1.5268E+18,2022-05-18 05:25:04+00:00,b'Ya boi got the job \xf0\x9f\x98\x81',Ya boi got the job,Ya boi got the job
,,,,
1.5268E+18,2022-05-18 05:24:58+00:00,b'Absolutely agree to this! \xf0\x9f\x91\x8d\xf0\x9f\x8f\xbb https://t.co/WYxh0hnZez',Absolutely agree to this,Absolutely agree to this
,,,,
1.5268E+18,2022-05-18 05:24:33+00:00,b'@thecjseven HAAHAHAHA \xf0\x9f\x98\x82',HAAHAHAHA,Hahahahaha
,,,,
1.5268E+18,2022-05-18 05:24:19+00:00,b'Absolutely agree to this! \xf0\x9f\x91\x8d\xf0\x9f\x8f\xbb https://t.co/iQ0KkKK54V',Absolutely agree to this,Absolutely agree to this
,,,,
1.5268E+18,2022-05-18 05:24:17+00:00,b'Saya naman ng Wednesday \xf0\x9f\xa5\xb9',Saya naman ng Wednesday,It's fun for Wednesday
,,,,
1.5268E+18,2022-05-18 05:23:51+00:00,b'@PatrickStar1003 Gutom lng pla sir \xf0\x9f\x99\x88\xf0\x9f\xa4\xaa haha',Gutom lng pla sir haha,Hungry lng pla sir haha
,,,,
1.5268E+18,2022-05-18 05:22:32+00:00,"b'Canceled today\xe2\x80\x99s sessions. My back has been hurting. I probably need shoulder and chest release. If not, I blame th\xe2\x80\xa6 https://t.co/vWh3J5vInT'",Canceled today s sessions My back has been hurting I probably need shoulder and chest release If not I blame th,Canceled today s sessions My back has been hurting I probably need shoulder and chest release If not I blame th
,,,,
1.5268E+18,2022-05-18 05:21:32+00:00,b'@cleaxxxmj Nagtinda nyan sila @KPOPmerchPHgo alam ko',Nagtinda nyan sila alam ko,They sell them I know
,,,,
1.5268E+18,2022-05-18 05:21:12+00:00,b'blurred \xf0\x9f\x92\xa5 https://t.co/9p32Fcr1qf',blurred,blurred
,,,,
1.52679E+18,2022-05-18 05:20:26+00:00,b'@the_altern8 @elio_verse Pasahan ng modtacles yata yon.',altern8 verse Pasahan ng modtacles yata yon,Altern8 verse Pasahan ng modtacles yata yon
,,,,
1.52679E+18,2022-05-18 05:20:14+00:00,b'@cotofficial1 umuwe ka ng maaga!',umuwe ka ng maaga,uwa you up early
,,,,
1.52679E+18,2022-05-18 05:18:59+00:00,b'@thecjseven #PetitionToSeeThisFullPerformanceInASAP',PetitionToSeeThisFullPerformanceInASAP,PetitionToSeeThisFullPerformanceInASAP
,,,,
1.52679E+18,2022-05-18 05:18:15+00:00,b'These Australian brokers are such a pain in the ass!!! \xf0\x9f\x98\xa1',These Australian brokers are such a pain in the ass,These Australian brokers are such a pain in the ass
,,,,
1.52679E+18,2022-05-18 05:17:49+00:00,b'Damm!! Im so inlove with you',Damm Im so inlove with you,Damm Im so inlove with you
,,,,
1.52679E+18,2022-05-18 05:15:48+00:00,b'@ampolista @GrldBeltran Cynthia?',Cynthia,Cynthia
,,,,
1.52679E+18,2022-05-18 05:15:13+00:00,b'nakakapanghina naman yung guest speaker namin chz',nakakapanghina naman yung guest speaker namin chz,Our guest speaker is frustrating
,,,,
1.52679E+18,2022-05-18 05:15:04+00:00,b'@thecjseven Sana makita ko to sa ASAP.',Sana makita ko to sa ASAP,I hope to see this ASAP
,,,,
1.52679E+18,2022-05-18 05:12:00+00:00,b'Puro na lang ka-talking stage. Kasuntukan naman sana pwede? https://t.co/FiUOgUwwvg',Puro na lang ka talking stage Kasuntukan naman sana pwede,You just have to talk about the stage
,,,,
1.52679E+18,2022-05-18 05:11:11+00:00,b'@itsmejastino @iamandrea_b @_ricciiirivero Ay hihi si blythe lang \xf0\x9f\x98\x85 salamat po',b ricciiirivero Ay hihi si blythe lang salamat po,B ricciiirivero is lol blythe just thank you
,,,,
1.52679E+18,2022-05-18 05:11:10+00:00,b'Gusto ko ng mang inasal \xf0\x9f\x98\xad',Gusto ko ng mang inasal,I like Mang Inasal
,,,,
1.52679E+18,2022-05-18 05:10:51+00:00,b'@MrCiian Ahahahaha. Shuta talaga... Dami kong tawa.',Ahahahaha Shuta talaga Dami kong tawa,Ahahahaha shuta really a lot of laughter
,,,,
1.52679E+18,2022-05-18 05:10:30+00:00,b'@ramonaavero @iamandrea_b @_ricciiirivero Sakto lang naman po \xf0\x9f\x98\x84',b ricciiirivero Sakto lang naman po,B Ricciiirivero is just right
,,,,
1.52679E+18,2022-05-18 05:09:56+00:00,b'Sobrang mahal ko si hiks',Sobrang mahal ko si hiks,I love Hiks so much
,,,,
1.52679E+18,2022-05-18 05:09:07+00:00,"b""@kaypatricktayo And that's from a Leni supporter haself \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad""",And that s from a Leni supporter haself,And that s from a Leni supporter haself
,,,,
1.52679E+18,2022-05-18 05:09:07+00:00,b'Ngiti by @matthaiostbw \nLyric video soon!\nDM for Pre-save link @ Philippines https://t.co/qBdG3Rxwsl',Ngiti by Lyric video soon DM for Pre save link Philippines,ngiti by Lyric Video Soon Dm for Pre Save Link Philippines
,,,,
1.52679E+18,2022-05-18 05:08:43+00:00,b'@AuditorHorny @Gabo_artwork ahh niceee',artwork ahh niceee,artwork ahh niceee
,,,,
1.52679E+18,2022-05-18 05:08:08+00:00,b'sobrang solid mga tao don https://t.co/B0iALbV4zA',sobrang solid mga tao don,super solid people don
,,,,
1.52679E+18,2022-05-18 05:06:38+00:00,b'@kidnapmeimrich Sanaur 5\xe2\x80\x991',Sanaur 5 1,Sanour 5 1
,,,,
1.52679E+18,2022-05-18 05:06:34+00:00,b'Iba stress level pag under audit no? \xf0\x9f\x98\x85\xf0\x9f\xab\xa0 Andami hinihingi tapos lahat urgent\xe2\x80\xa6 \xf0\x9f\x98\x96\xf0\x9f\x98\xab hayyyysssstttty\xe2\x80\xa6',Iba stress level pag under audit no Andami hinihingi tapos lahat urgent hayyyysssstttty,Other Stress Level When Under Audit No Andami demands all URGENT HAYYYYYYSSSSTTTTY
,,,,
1.52679E+18,2022-05-18 05:04:40+00:00,b'@ikatlonghiraya @jedweslee11 Same :((',Same,Same
,,,,
1.52679E+18,2022-05-18 05:03:50+00:00,b'alisin ko na nga iyakin eh HAHAHAHAHAHAH',alisin ko na nga iyakin eh HAHAHAHAHAHAH,I'll take it off eh hahahahahahah
,,,,
1.52679E+18,2022-05-18 05:02:17+00:00,b'lab u l https://t.co/u1OwkEDcid',lab u l,lab u l
,,,,
1.52679E+18,2022-05-18 05:01:07+00:00,b'Anti-Marcos tapos naging PSG?',Anti Marcos tapos naging PSG,Anti Marcos finished PSG
,,,,
1.52679E+18,2022-05-18 04:59:11+00:00,b'Wala na talaga itong pag-asa itong tiyan ko. Wala na ang abs \xf0\x9f\x98\x9b https://t.co/kSf7HMdPHy',Wala na talaga itong pag asa itong tiyan ko Wala na ang abs,It really has no hope of this stomach
,,,,
1.52679E+18,2022-05-18 04:57:54+00:00,b'sana nakaka angat sa laylayan kahit hindi si vp ang presidente',sana nakaka angat sa laylayan kahit hindi si vp ang presidente,I hope to lift the lid even though VP is not the president
,,,,
1.52679E+18,2022-05-18 04:57:39+00:00,b'@cyrentagle @rh_mlln Tamaaa! Missyouuuu too bie. Magpakasaya ka muna dyan haha \xf0\x9f\x98\x98',mlln Tamaaa Missyouuuu too bie Magpakasaya ka muna dyan haha,mlln tamaaa missyouuuu too bie make you happy first haha
,,,,
1.52679E+18,2022-05-18 04:57:37+00:00,b'@qiuyouan whaz wrung https://t.co/qTAn8lcx2j',whaz wrung,whaz wrung
,,,,
1.52679E+18,2022-05-18 04:57:26+00:00,b'@LoveCoinPrice @LOVECOINREWARDS @UnionCoinXRPL @DRIPPEDCOIN @altairgutiza @jhughz_ds @JhungPueblas @aj_joychan\xe2\x80\xa6 https://t.co/SOTRFtFy9s',ds joychan,ds joychan
,,,,
1.52679E+18,2022-05-18 04:56:34+00:00,"b'My fianc\xc3\xa9 will always be like "" tigas ng ulo mo"" HAHAHAHAHA btchhh! Pagtiisan mo nalang talaga ugali ko \xf0\x9f\x98\x9d'",My fianc will always be like tigas ng ulo mo HAHAHAHAHA btchhh Pagtiisan mo nalang talaga ugali ko,My fianc will always be like your headache hahahahaha btchhh
,,,,
1.52679E+18,2022-05-18 04:54:55+00:00,b'@_harrrrr Psychiatrists po',harrrrr Psychiatrists po,harrrrr Psychiatrists po
,,,,
1.52679E+18,2022-05-18 04:54:18+00:00,b'Sakit padin ng head ko walanya',Sakit padin ng head ko walanya,It hurts my head to
,,,,
1.5268E+18,2022-05-18 05:50:30+00:00,"b'Kakapanood Johnny Depp trial, I want to be a lawyer when I grow up. Objection, hearsay!'",Kakapanood Johnny Depp trial I want to be a lawyer when I grow up Objection hearsay,Kakapanood Johnny Depp trial I want to be a lawyer when I grow up Objection hearsay
,,,,
1.5268E+18,2022-05-18 05:50:05+00:00,b'UAAP CDC TICKET CUTIE \xf0\x9f\x8e\x9f\xe2\x9c\xa8',UAAP CDC TICKET CUTIE,UAAP CDC TICKET CUTIE
,,,,
1.5268E+18,2022-05-18 05:49:47+00:00,b'@honey061109 Hahahaha shhhh \xf0\x9f\xa4\xa3',Hahahaha shhhh,Hahahaha shhhh
,,,,
1.5268E+18,2022-05-18 05:47:57+00:00,"b'(Nung nalaman nung isang fubu ko na hindi ako nakikipaghookup sa CBS clients ko, nalungkot siya dahil gusto pa nama\xe2\x80\xa6 https://t.co/cfeeZW27nz'",Nung nalaman nung isang fubu ko na hindi ako nakikipaghookup sa CBS clients ko nalungkot siya dahil gusto pa nama,When my fubu found out that I was not kidding at CBS clients he was sad because he still wanted to
,,,,
1.5268E+18,2022-05-18 05:47:29+00:00,"b'Nanggigil naman ako kay Belinda, paki tag please.'",Nanggigil naman ako kay Belinda paki tag please,I stopped Belinda please tag please
,,,,
1.5268E+18,2022-05-18 05:46:50+00:00,b'@icecreamboi_ Wala ng magawa HAHAHHA',Wala ng magawa HAHAHHA,Nothing to do hahahha
,,,,
1.5268E+18,2022-05-18 05:46:04+00:00,b'op op HHAHAAHAHAHAHHA',op op HHAHAAHAHAHAHHA,On hahahahahahahahhaha
,,,,
1.5268E+18,2022-05-18 05:45:41+00:00,"b'Tigilan kaka-fb Belinda, unahin mo ang labada at magpakain ka ng aso muna.. https://t.co/s0ZXVBK9K9'",Tigilan kaka fb Belinda unahin mo ang labada at magpakain ka ng aso muna,Stop fb Belinda you put the laundry first and feed a dog first
,,,,
1.5268E+18,2022-05-18 05:45:16+00:00,b'@ChukChenez @CebuPacificAir Manahimik ka @ChukChenez! Pa watching watching ka nalalaman? Dasurv ng Piloto na matang\xe2\x80\xa6 https://t.co/l1XOzu9mU3',Manahimik ka Pa watching watching ka nalalaman Dasurv ng Piloto na matang,Be quiet watching watching you know dasurv of pilot that looks like
,,,,
1.5268E+18,2022-05-18 05:44:07+00:00,b'@mcoy0223 Sa totoo lang pasikat kamo',Sa totoo lang pasikat kamo,Actually you are so popular
,,,,
1.5268E+18,2022-05-18 05:43:32+00:00,b'@JemLipumano hendeee walaa walaaaa',hendeee walaa walaaaa,Hendee's brothers
,,,,
1.5268E+18,2022-05-18 05:42:57+00:00,b'PAKI REPORT! \nhttps://t.co/gRarl1ORCc',PAKI REPORT,Report Report
,,,,
1.5268E+18,2022-05-18 05:42:11+00:00,b'SHOX YUNG MAPUA ID KO NAWAWALAAAA \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad',SHOX YUNG MAPUA ID KO NAWAWALAAAA,Shox yung mapua id i miss
,,,,
1.5268E+18,2022-05-18 05:41:37+00:00,b'Apaka hassle putangina',Apaka hassle putangina,Apaka hassle Putangina
,,,,
1.5268E+18,2022-05-18 05:41:00+00:00,b'Nagpunta ako ng Quiapo para makapagpagawa ng salamin. Bye 2k hahaha di ko afford ang transition \xf0\x9f\x98\x85 \n\nNabudol din pal\xe2\x80\xa6 https://t.co/JY5RZaaYvt',Nagpunta ako ng Quiapo para makapagpagawa ng salamin Bye 2k hahaha di ko afford ang transition Nabudol din pal,I went to quiapo to make a mirror bye 2k hahaha i can't afford the transition nabudol also pal too
,,,,
1.5268E+18,2022-05-18 05:40:32+00:00,b'Some\xe2\x80\xa6\xe2\x80\xa6..body and wants told the world\xe2\x80\xa6.\xf0\x9f\xa4\xa3',Some body and wants told the world,Some body and wants told the world
,,,,
1.5268E+18,2022-05-18 05:39:45+00:00,b'@Watcher283 \xf0\x9f\xa5\xba\xf0\x9f\xa5\xba\xf0\x9f\xa5\xba\xf0\x9f\xa5\xba',,
,,,,
1.5268E+18,2022-05-18 05:39:35+00:00,b'@Phijhay03 Mami Im sorry hahahahaha di kita mamukhaan hahahaha I just pretended na kilala kita kanina until u tweet\xe2\x80\xa6 https://t.co/3pR1fLrfiw',Mami Im sorry hahahahaha di kita mamukhaan hahahaha I just pretended na kilala kita kanina until u tweet,Mami im sorry hahahahaha di kita mamukhaan hahahaha i just pretended i know you earlier until u tweet
,,,,
1.5268E+18,2022-05-18 05:39:02+00:00,b'#MoreThanBlue https://t.co/M7bdzrl9ly',MoreThanBlue,Morethanblue
,,,,
1.5268E+18,2022-05-18 05:38:54+00:00,b'@kidnapmeimrich Ako na hindi man lang umabot sa 5 flat! Pighati!',Ako na hindi man lang umabot sa 5 flat Pighati,Me who didn't even reach 5 flat grief
,,,,
1.5268E+18,2022-05-18 05:38:53+00:00,b'Lezgoo https://t.co/mRwYxYxSaz',Lezgoo,Lezgoo
,,,,
1.5268E+18,2022-05-18 05:38:06+00:00,b'Sana huwag na pong umulan mamayang uwian CUTIE \xe2\x9c\xa8',Sana huwag na pong umulan mamayang uwian CUTIE,I hope you don't have to rain later cutie
,,,,
1.5268E+18,2022-05-18 05:37:49+00:00,b'@Pbbmarites10 @ZachamProtector @AllForZacham @ZacHam_Patrons Achuuuu Happy baby bra Day \xe2\x99\xa5\xef\xb8\x8f',Patrons Achuuuu Happy baby bra Day,Patrons Achuuuu Happy baby bra Day
,,,,
1.5268E+18,2022-05-18 05:37:46+00:00,b'@raysonable Ikaw!? I doubt.\xf0\x9f\xa4\xad\xf0\x9f\x98\x82\xf0\x9f\xa4\xa3',Ikaw I doubt,You I doubt
,,,,
1.5268E+18,2022-05-18 05:37:15+00:00,b'The shit wala tayong payong look https://t.co/QGzFlBkrO6',The shit wala tayong payong look,The shit we don't have an umbrella look
,,,,
1.5268E+18,2022-05-18 05:36:38+00:00,b'@Pbbmarites10 @hellostalk2 @ZachamProtector @AllForZacham @ZacHam_Patrons Unlimited?! Mg fucos kana lang sa idol mo. God bless you \xf0\x9f\xa4\x8e',Patrons Unlimited Mg fucos kana lang sa idol mo God bless you,Patrons unlimited you just focus on your idol God bless you
,,,,
1.5268E+18,2022-05-18 05:36:34+00:00,b'Totoo bakit naka-ngiwi na naman siya? https://t.co/pD7PPcfpyC',Totoo bakit naka ngiwi na naman siya,It is true why he is still
,,,,
1.5268E+18,2022-05-18 05:36:19+00:00,b'@OronganTrix pafollowback nmn po... para makadm Ako...',pafollowback nmn po para makadm Ako,pafollowback nmn po for me
,,,,
1.5268E+18,2022-05-18 05:35:52+00:00,b'@AdoptMeSanJose @sachikoko Wished I could find them homes including mama orange Onay and tortie sister Dottie.',Wished I could find them homes including mama orange Onay and tortie sister Dottie,Wished I could find them homes including mama orange Onay and tortie sister Dottie
,,,,
1.5268E+18,2022-05-18 05:35:08+00:00,"b""@jeshureformed @senatorjoelv Lolz no they'll give it to the highest bidder and Cynthia is ready to bid. \xf0\x9f\x99\x83""",Lolz no they ll give it to the highest bidder and Cynthia is ready to bid,Lolz no they ll give it to the highest bidder and Cynthia is ready to bid
,,,,
1.5268E+18,2022-05-18 05:34:36+00:00,b'\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d https://t.co/wdAL49UhsD',,
,,,,
1.5268E+18,2022-05-18 05:34:25+00:00,b'@missufe @Pingueeth https://t.co/2i8d3r9vKP',,
,,,,
1.5268E+18,2022-05-18 05:33:52+00:00,"b'@tweysiluwis naol po laging pinipili, \xf0\x9f\x98\xb4'",naol po laging pinipili,naol please always choose
,,,,
1.5268E+18,2022-05-18 05:33:26+00:00,b'Ang gwapo niyaaa \xf0\x9f\xa5\xba https://t.co/zCgwwN3oAB',Ang gwapo niyaaa,He's handsome
,,,,
1.5268E+18,2022-05-18 05:32:59+00:00,b'@missufe @pulte https://t.co/jwEM8uYaYM',,
,,,,
1.5268E+18,2022-05-18 05:32:15+00:00,b'@missufe Dc: abcabando#2668 https://t.co/0eliKMPJHt',Dc abcabando 2668,DC Abcabando 2668
,,,,
1.5268E+18,2022-05-18 05:31:59+00:00,b'@hellostalk2 @Pbbmarites10 @ZachamProtector @AllForZacham @ZacHam_Patrons Aww now I know! Thank you sa into \xf0\x9f\xa4\x97',Patrons Aww now I know Thank you sa into,Patrons Aww now I know Thank you sa into
,,,,
1.5268E+18,2022-05-18 05:31:44+00:00,b'Sayang tuition for an extra English subject when in fact considered pala thesis as 3 units????? Bakit ngayon lang s\xe2\x80\xa6 https://t.co/2f5Ocslk7w',Sayang tuition for an extra English subject when in fact considered pala thesis as 3 units Bakit ngayon lang s,Sayang tuition for an extra english subject when in fact considered thesis as 3 units why is it just s
,,,,
1.5268E+18,2022-05-18 05:31:39+00:00,b'@Pbbmarites10 @hellostalk2 @ZachamProtector @AllForZacham @ZacHam_Patrons So ung fandom mo malaki bah ang PONDO? Ku\xe2\x80\xa6 https://t.co/PUK8U9uFCt',Patrons So ung fandom mo malaki bah ang PONDO Ku,Patrons so your fandom is my funds great
,,,,
1.5268E+18,2022-05-18 05:31:15+00:00,b'puro ka kuda deha',puro ka kuda deha,In the professionalization tube
,,,,
1.5268E+18,2022-05-18 05:31:06+00:00,b'Losing weight will help too as I suffered from it. https://t.co/8Es1lSkG70',Losing weight will help too as I suffered from it,Losing weight will help too as I suffered from it
,,,,
1.5268E+18,2022-05-18 05:30:45+00:00,b'Bili na sa mga gusto makicouple kay Jungkook! Tutal hanggang damit lang naman kau pwede maging couple \xf0\x9f\x98\x82 https://t.co/7CA6ljv8Sa',Bili na sa mga gusto makicouple kay Jungkook Tutal hanggang damit lang naman kau pwede maging couple,Buy it for those who want to get Jungkook until you can only be a couple who can be a couple
,,,,
1.5268E+18,2022-05-18 05:30:45+00:00,b'nakabawi den sa tulog haha',nakabawi den sa tulog haha,recovering den to sleep haha
,,,,
1.5268E+18,2022-05-18 05:30:38+00:00,b'Ganda nman ng pa-birthday ohhh',Ganda nman ng pa birthday ohhh,Nice birthday ohhh ohhh
,,,,
1.5268E+18,2022-05-18 05:30:19+00:00,b'@Pbbmarites10 @ZachamProtector @AllForZacham @ZacHam_Patrons Talaga? Ang pagkakatanda ko sumasagot lang sila kung i\xe2\x80\xa6 https://t.co/AvylvB0l2J',Patrons Talaga Ang pagkakatanda ko sumasagot lang sila kung i,Patrons really are my old age they only answer if i
,,,,
1.5268E+18,2022-05-18 05:30:17+00:00,b'Dumayo sa quiapo para sa palabok!! https://t.co/8sPDoUen8h',Dumayo sa quiapo para sa palabok,Run to Quiapo for spice
,,,,
1.5268E+18,2022-05-18 05:28:39+00:00,b'@Chengguloyd teluk ayaw matulog haha',teluk ayaw matulog haha,teluk don't sleep haha
,,,,
1.5268E+18,2022-05-18 05:28:22+00:00,b'@youmustlauvlin HAHAHAH mas maganda ang may kayakap \xf0\x9f\x98\x82\xf0\x9f\x98\x81',HAHAHAH mas maganda ang may kayakap,Hahahah it is better to have a hug
,,,,
1.5268E+18,2022-05-18 05:28:18+00:00,b'Based https://t.co/1dTXzAxNzY',Based,Based
,,,,
1.5268E+18,2022-05-18 05:28:17+00:00,b'@missthinez @HwanniePromotes @DarkEarthgame @acelik_EN @tecno_blue @EthemSAKALLI https://t.co/Jj3zxbtv6l',EN blue,A blue
,,,,
1.5268E+18,2022-05-18 05:27:42+00:00,b'@sof1azara03 @Everyone123Love https://t.co/IOnrJcsxSu',,
,,,,
1.5268E+18,2022-05-18 05:27:25+00:00,b'Ingats mi haha di tayo nakapagchikahan \xf0\x9f\xa4\xa3 @Badassisko__',Ingats mi haha di tayo nakapagchikahan,Ingats mi haha we can't afford
,,,,
1.5268E+18,2022-05-18 05:27:23+00:00,b'@jaykickedme I had last midnight somewhere in BalicBalic. It was bad.',I had last midnight somewhere in BalicBalic It was bad,I had last midnight somewhere in Balic Balic It was bad
,,,,
1.5268E+18,2022-05-18 05:27:06+00:00,b'life saver talaga si emeri \xf0\x9f\xa5\xb9\xf0\x9f\xa5\xb0',life saver talaga si emeri,life saver really emeri
,,,,
1.5268E+18,2022-05-18 05:27:04+00:00,b'@hnrybgmn https://t.co/SZNTzBSw8F',,
,,,,
1.5268E+18,2022-05-18 05:26:58+00:00,b'@HwanniePromotes @FirstNFTTower @ScottLEOWarrior @swapleonicorn @DMTLAND_ https://t.co/ibdJWb4WBh',,
,,,,
